expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2022-05-04,sway,sway,4350 East West Hwy  Ste 350  Bethesda  Maryland 20814,business/group/organization,10000,Bates  Ivan Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,Digital buy,NA
2022-05-13,mosaic communications,mosaic communications,2938 26th St N  Arlington  Virginia 22207,business/group/organization,30350,Bates  Ivan Friends of,media,Radio,NA,Check,NA,Electoral,NA,NA
2022-04-05,trembling giant marketing,trembling giant marketing,PO Box 513  Sykesville  Maryland 21784,business/group/organization,693,Whisler  Steve Friends of,media,Newspaper,NA,Check,NA,Electoral,NA,NA
2022-01-31,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),12.01,Whisler  Steve Friends of,media,Online Advertising,NA,NA,Facebook,Electoral,NA,NA
2022-03-11,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,10,Tomlin  Zachary Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads,NA
2022-03-14,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,10,Tomlin  Zachary Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads,NA
2022-03-14,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,10,Tomlin  Zachary Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads,NA
2022-03-15,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,15,Tomlin  Zachary Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads,NA
2022-03-16,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,15,Tomlin  Zachary Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads,NA
2022-03-22,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,25,Tomlin  Zachary Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ads,NA
2021-12-09,godaddy.com,godaddy.com llc,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,business/group/organization,126.82,BerzoffCohen  Zeke Friends of,media,Media - Website Development,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-06-15,bethesda beat,bethesda beat,6116 Executive Boulevard  North Bethesda  Maryland 20852,business/group/organization,746.86,Balcombe  Marilyn Friends,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-24,mid-atlantic media,mid-atlantic media,11459 Cronhill Drive  Suite A  Owings Mills  Maryland 21117,business/group/organization,310,Balcombe  Marilyn Friends,media,Newspaper,NA,Debit Card,NA,Electoral,Washington Jewish Weeklly,NA
2022-07-01,foglamp,foglamp,1 Thomas Circle NW  Washington   District Of Columbia 20005,business/group/organization,3000,Balcombe  Marilyn Friends,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-01-10,simple texting  llc,simple texting  llc,1815 Purdy Ave.  Miami Beach  Florida 33139,business/group/organization,26.5,House Democratic Caucus Committee  Maryland,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2022-01-06,ez texting,ez texting,1410 Second Street  Suite 200  Santa Monica  California 90406,business/group/organization,5523.43,Cox  Dan for Governor,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,texting services,NA
2022-01-11,ez texting,ez texting,1410 Second Street  Suite 200  Santa Monica  California 90406,business/group/organization,71,Cox  Dan for Governor,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,texting services,NA
2022-06-06,papa k photos,papa k photos,11557 Laurelwalk Dr  Laurel  Maryland 20708,business/group/organization,175,Johnson  Korey T. Friends of,media,Graphic Design,NA,EFT,NA,Electoral,NA,NA
2021-10-14,all saints media,all saints media,PO Box 27  Brunswick  Maryland 21716,business/group/organization,25,Education Not Indoctrination Slate,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-05-13,local politechs strategies,local politechs strategies,3420 Connecticut Avenue  NW  #11941  Washington  District Of Columbia 20008,business/group/organization,8000,Gansler  Doug Friends Of,media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
2022-04-18,all saints media,all saints media,PO Box 27  Brunswick  Maryland 21716,business/group/organization,25,Education Not Indoctrination Slate,media,Consulting Fees - General,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-07-19,connoisseur media,connoisseur media,5966 Grove Hill Road  Frederick  Maryland 21703,business/group/organization,2112,Education Not Indoctrination Slate,media,Radio,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-07-09,scale to win,scale to win,13742 Harper Street  Santa Ana  California 92703,business/group/organization,466.68,Dunmore  Shanai Friends of,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-18,stones' phones,stones' phones,41-750 RANCHO LAS PALMAS DRIVE  SUITE E-3  RANCHO MIRAGE  California 92270,business/group/organization,3437.6,Dunmore  Shanai Friends of,media,Phones / Robo calls,NA,Electronic Check,NA,Electoral,NA,NA
2021-01-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,31.49,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-01-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,31.49,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-02-04,simple texting  llc,simple texting  llc,1815 Purdy Ave.  Miami Beach  Florida 33139,business/group/organization,25,House Democratic Caucus Committee  Maryland,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2021-02-05,wix.com  inc.,wix.com,100 Gansevoort St  New York City  New York 10014,business/group/organization,72,House Democratic Caucus Committee  Maryland,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-02-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,31.49,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-02-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,31.49,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-03-04,simple texting  llc,simple texting  llc,1815 Purdy Ave.  Miami Beach  Florida 33139,business/group/organization,25,House Democratic Caucus Committee  Maryland,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2021-03-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,31.49,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-03-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,31.49,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-04-05,simple texting  llc,simple texting  llc,1815 Purdy Ave.  Miami Beach  Florida 33139,business/group/organization,25,House Democratic Caucus Committee  Maryland,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2021-04-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,33.38,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-04-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,33.38,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-05-04,simple texting  llc,simple texting  llc,1815 Purdy Ave.  Miami Beach  Florida 33139,business/group/organization,25,House Democratic Caucus Committee  Maryland,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2021-05-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,33.38,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-05-20,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,33.38,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-06-21,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,33.38,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-06-21,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,33.38,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-06-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-06-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-06-25,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-07-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-07-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-07-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-08-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-08-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-08-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-09-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-09-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-09-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-10-06,wix.com  inc.,wix.com,100 Gansevoort St  New York City  New York 10014,business/group/organization,47.88,House Democratic Caucus Committee  Maryland,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-10-08,simple texting  llc,simple texting  llc,1815 Purdy Ave.  Miami Beach  Florida 33139,business/group/organization,25,House Democratic Caucus Committee  Maryland,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2021-10-25,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-10-25,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-10-25,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-11-08,simple texting  llc,simple texting  llc,1815 Purdy Ave.  Miami Beach  Florida 33139,business/group/organization,26.5,House Democratic Caucus Committee  Maryland,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2021-11-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-11-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-11-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-12-09,simple texting  llc,simple texting  llc,1815 Purdy Ave.  Miami Beach  Florida 33139,business/group/organization,26.5,House Democratic Caucus Committee  Maryland,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2021-12-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-12-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-12-24,adobe systems,adobe systems,345 Park Ave  San Jose  California 95110,business/group/organization,22.25,House Democratic Caucus Committee  Maryland,media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
2021-06-29,rise shine creative llc,rise shine creative llc,312 Green Drive  Pasadena  Maryland 21122,business/group/organization,1250,Estepp  James Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,Campaign website design,NA
2021-09-01,convergence targeted communications,convergence targeted communications,1221 Connecticut Ave NW  Washington  District Of Columbia 20036,business/group/organization,2600,Estepp  James Friends of,media,Book/Brochure Advertising,NA,Check,NA,Electoral,Palm card design/print,NA
2021-09-17,rise shine creative llc,rise shine creative llc,312 Green Drive  Pasadena  Maryland 21122,business/group/organization,1250,Estepp  James Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,Final installment (2 of 2),NA
2022-07-22,path to victory,path to victory,1010 E Washington Ave  #723  Madison  Wisconsin 53703,business/group/organization,3000,Benbow  Reginald for Baltimore,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-28,avenue news,avenue news,442 Eastern BLVD  Essex  Maryland 21221,business/group/organization,215,Olszewski  John Jr. Friends Of,media,Newspaper,NA,Check,NA,Electoral,Ad in Avenue News,NA
2021-09-09,naptown video production,naptown video production,117 Edgemere Drive  Annpolis  Maryland 21403,business/group/organization,500,Cox  Dan for Governor,media,Videos,NA,Debit Card,NA,Electoral,"David Allen Ruth productions ""I Stand with Dan' video",NA
